customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
8186-XKSBG,12/12/2022,Paid,12/12/2025,Standard,Annual,1/11/2025,Poor streaming quality,15.83,340,73,1,pooja,India,Meghalaya,Female,5/27/1965,12/16/2024,Y,20,2
8215-QUXRC,1/29/2020,Paid,1/29/2021,Premium,Monthly,,,22.73,1949,1,0,Umesh,India,West Bengal,Male,10/14/1994,1/30/2025,Y,73,4
8223-THKRK,1/6/2023,Refferal,1/6/2026,Basic,Monthly,,,6.96,255,54,0,sushma,India,Delhi,Female,4/23/1972,,,,
8256-WMZIN,1/19/2020,Organic,1/19/2021,Basic,Monthly,,,8.87,666,39,0,varsha,India,Manipur,Male,1/28/1999,,,,
8263-NCXKO,6/28/2020,Paid,6/28/2021,Basic,Annual,,,7.66,817,33,0,sunita,India,Tripura,Female,5/4/1977,,,,
8287-GILCL,8/25/2022,Refferal,8/25/2024,Standard,Annual,6/6/2025,Poor streaming quality,18.31,516,90,1,reema,India,Gujarat,Male,3/18/1963,6/4/2025,Y,11,1
8321-CASYP,1/26/2022,Organic,1/26/2025,Standard,Monthly,,,18.06,1312,40,0,chetan,India,Uttarakhand,Male,5/19/1995,,,,
8331-IGGKW,5/10/2023,Paid,5/10/2025,Premium,Annual,,,25.17,1393,51,0,krishan,India,Haryana,Female,8/6/1965,,,,
8331-MRFYI,7/6/2021,Refferal,7/6/2024,Standard,Monthly,,,17.26,1219,8,0,aarti,India,Himachal Pradesh,Female,1/19/1987,,,,
8339-NBZNR,4/13/2021,Organic,4/13/2024,Standard,Annual,,,13.13,715,1,0,ravi,India,Rajasthan,Female,11/7/1965,,,,
8342-DUHKM,11/13/2023,Paid,11/13/2027,Basic,Annual,,,9.07,418,35,0,kalpana,India,Kerala,Female,4/23/1990,9/13/2025,Y,41,3
8361-IDHOQ,10/19/2021,Paid,10/19/2024,Premium,Monthly,,,23.68,1580,6,0,devendra,India,Bihar,Male,4/3/1965,1/28/2022,N,44,1
8363-MJNNL,6/25/2022,Paid,6/25/2023,Standard,Monthly,,,17.31,769,24,0,yash,India,West Bengal,Female,3/9/1995,,,,
8368-BLJUW,3/1/2023,Organic,3/1/2025,Premium,Monthly,,,21.22,1168,46,0,Bhupendra,India,Bihar,Male,10/17/1995,,,,
8373-MPQZU,3/6/2020,Organic,3/6/2021,Standard,Annual,,,17.76,1701,15,0,devendra,India,Haryana,Female,6/26/1968,,,,
8378-NKLIN,1/28/2021,Paid,1/28/2023,Premium,Monthly,,,27.86,1573,52,0,poonam,India,Rajasthan,Female,8/31/1968,,,,
8397-HQEDZ,11/5/2021,Organic,11/5/2023,Standard,Monthly,,,14.55,900,22,0,mahesh,India,Tamil Nadu,Male,1/7/1991,,,,
8431-FOPMZ,11/22/2020,Paid,11/22/2021,Basic,Monthly,,,7.16,653,51,0,kamala,India,Odisha,Female,7/22/1976,,,,
8465-UGJMN,9/4/2020,Refferal,9/4/2022,Premium,Monthly,,,24.4,2041,6,0,tarun,India,Jharkhand,Female,5/15/1967,,,,
8467-NNSCX,2/2/2020,Refferal,2/2/2023,Standard,Monthly,,,15.3,1020,47,0,lata,India,Odisha,Female,2/19/1983,4/28/2021,Y,21,2
8468-XSTUE,7/6/2020,Paid,7/6/2022,Standard,Annual,,,15.55,1012,25,0,anita,India,Punjab,Female,2/18/2000,,,,
8497-MIUWM,2/25/2020,Refferal,2/25/2022,Standard,Monthly,,,17.42,2144,24,0,yash,India,Assam,Male,2/10/2001,3/18/2026,Y,40,5
8497-MKFIU,8/16/2021,Organic,8/16/2024,Basic,Annual,,,8,741,43,0,sarita,India,Delhi,Male,2/17/1983,6/14/2024,N,72,5
8505-DTJCW,10/26/2022,Paid,10/26/2024,Standard,Annual,,,17.89,1250,47,0,vijay,India,Tamil Nadu,Male,8/6/1990,3/29/2024,Y,23,2
8525-YSJED,7/23/2023,Refferal,7/23/2025,Basic,Monthly,,,9.77,271,42,0,rahul,India,Rajasthan,Male,4/12/1961,6/28/2024,N,74,5
8535-ZAGTU,11/28/2021,Paid,11/28/2022,Standard,Annual,7/18/2024,Moved to different city,17.48,842,90,1,urmila,India,Goa,Female,1/13/1961,7/7/2024,N,33,4
8545-KRHEP,11/21/2021,Paid,11/21/2024,Basic,Annual,,,8.3,680,12,0,raghav,India,Punjab,Male,6/3/1991,3/25/2025,N,43,5
8550-CCNNA,12/13/2021,Paid,12/13/2025,Standard,Annual,,,16.85,1458,17,0,priya,India,Odisha,Female,4/3/1997,,,,
8575-HTQIG,5/30/2021,Refferal,5/30/2022,Premium,Annual,,,24.07,1128,35,0,ashok,India,Rajasthan,Male,8/25/1970,4/6/2022,N,52,3
8603-FAUXU,8/11/2021,Organic,8/11/2022,Premium,Monthly,,,20.12,1926,6,0,bal,India,Delhi,Male,7/9/2003,,,,
8621-LNPXT,4/2/2023,Refferal,4/2/2025,Premium,Annual,,,22.76,1319,12,0,babita,India,Haryana,Male,6/22/1984,,,,
8628-YZXVT,5/9/2021,Organic,5/9/2023,Basic,Monthly,,,10,930,48,0,govind,India,Karnataka,Male,5/16/1972,,,,
8635-OMLGW,6/28/2023,Paid,6/28/2024,Standard,Monthly,,,17.07,792,28,0,kusum,India,Assam,Male,3/19/1997,3/1/2024,N,47,3
8636-JZCVC,2/17/2020,Organic,2/17/2024,Standard,Annual,,,15.39,1024,18,0,Manoj,India,Himachal Pradesh,Male,7/7/1970,7/27/2025,N,26,3
8674-DOXUF,7/8/2020,Paid,7/8/2024,Premium,Annual,,,25.18,2803,44,0,sarita,Nepal,Kathmandu,Male,1/26/1970,9/13/2023,N,50,4
8685-GYEXL,10/7/2021,Refferal,10/7/2023,Basic,Monthly,,,6.83,399,44,0,geeta,India,Kerala,Female,4/10/1995,,,,
8688-BCHRF,8/26/2020,Paid,8/26/2022,Standard,Annual,,,14.66,1336,37,0,rahul,India,Manipur,Male,3/25/1988,,,,
8695-KOMZT,10/7/2021,Refferal,10/7/2022,Standard,Monthly,,,18.19,822,29,0,vandana,India,Gujarat,Male,10/26/1971,,,,
8700-RFMDY,3/12/2023,Paid,3/12/2024,Premium,Annual,,,27.45,1573,38,0,prakash,India,Goa,Male,7/5/2000,,,,
8713-JXPIP,11/6/2021,Organic,11/6/2022,Basic,Monthly,10/24/2023,Network coverage issues,6.35,270,76,1,sarita,India,Uttar Pradesh,Male,9/10/1958,,,,
8742-NYCGN,9/3/2022,Paid,9/3/2026,Premium,Annual,,,26.41,1452,52,0,narendra,India,West Bengal,Female,4/14/2007,,,,
8743-OPHVT,7/30/2020,Organic,7/30/2023,Standard,Annual,,,14.74,950,7,0,durga,India,Tripura,Male,4/19/1990,,,,
8743-QNWDV,6/19/2022,Organic,6/19/2023,Basic,Annual,,,9.83,391,16,0,ashok,India,Tripura,Male,11/30/1964,,,,
8768-SUOCN,3/20/2021,Paid,3/20/2022,Basic,Monthly,,,9.61,924,29,0,kusum,India,Madhya Pradesh,Male,6/8/1993,,,,
8779-FISFF,10/13/2021,Paid,10/13/2023,Standard,Annual,,,12.15,1046,53,0,tarun,India,Goa,Male,10/8/1961,,,,
8812-NXESI,9/18/2023,Refferal,9/18/2026,Basic,Monthly,9/14/2025,Moved to different city,6.53,304,90,1,niranjan,India,Gujarat,Male,11/17/1995,8/25/2025,N,7,4
8812-YPWQO,7/17/2022,Organic,7/17/2024,Standard,Annual,,,18.64,1129,5,0,umesh,India,Odisha,Male,7/31/1998,,,,
8816-ECHQN,8/15/2021,Paid,8/15/2025,Basic,Annual,,,6.5,576,27,0,arjun,India,Bihar,Male,4/14/1962,,,,
8831-NHBZG,7/9/2020,Paid,7/9/2021,Basic,Annual,,,6.7,410,7,0,satish,India,Bihar,Female,6/22/1958,,,,
8831-YVGFP,12/3/2022,Refferal,12/3/2026,Basic,Annual,1/31/2024,No longer needed,6.65,123,65,1,arjun,India,Manipur,Female,2/27/1981,12/18/2023,N,13,4
8838-WJASV,8/4/2021,Organic,8/4/2024,Premium,Monthly,4/18/2023,Network coverage issues,23.1,1040,70,1,sushma,India,Jharkhand,Male,10/16/1967,3/18/2023,N,6,2
8854-HVTYB,1/17/2020,Paid,1/17/2023,Premium,Monthly,,,23.64,2931,40,0,gaurav,India,Maharashtra,Female,10/8/1992,,,,
8856-DVUXX,12/29/2021,Refferal,12/29/2023,Basic,Annual,,,7.3,430,16,0,lata,India,Uttarakhand,Male,12/6/1977,,,,
8859-JSDOH,7/26/2020,Refferal,7/26/2022,Premium,Annual,,,23.38,2507,48,0,kamla,India,Gujarat,Male,11/19/1985,,,,
8863-QGMBF,10/26/2022,Refferal,10/26/2024,Premium,Annual,,,23.4,794,27,0,satish,India,Madhya Pradesh,Female,5/31/2006,,,,
8865-NCSTP,11/30/2020,Paid,11/30/2024,Premium,Annual,,,24.35,2050,51,0,dilip,India,Uttar Pradesh,Female,7/13/1990,,,,
8877-QYFXX,2/27/2021,Paid,2/27/2022,Standard,Monthly,10/30/2024,Poor customer service,13.37,487,93,1,amit,India,Bihar,Male,7/20/1959,10/24/2024,Y,32,2
8912-RFRWQ,6/6/2022,Paid,6/6/2024,Standard,Monthly,,,16.39,1121,10,0,harish,India,Himachal Pradesh,Female,9/14/1995,,,,
8942-HLTAA,1/16/2023,Refferal,1/16/2025,Premium,Annual,,,21.72,687,51,0,pushpa,India,Haryana,Male,1/23/2007,,,,
8945-WXIWW,9/25/2020,Refferal,9/25/2023,Basic,Monthly,,,6.46,686,45,0,sunita,India,Rajasthan,Male,11/5/1993,,,,
8984-MNWJT,5/9/2023,Refferal,5/9/2025,Premium,Monthly,,,25.56,922,22,0,veena,India,Telangana,Male,12/25/1964,8/23/2024,Y,79,2
8987-ZDTSP,11/11/2020,Organic,11/11/2022,Basic,Monthly,,,9.74,841,21,0,gaurav,India,Chhattisgarh,Male,10/31/1980,,,,
9006-IVPBS,11/14/2022,Paid,11/14/2024,Basic,Monthly,,,7.7,503,54,0,madan,India,Telangana,Male,12/13/1978,,,,
9008-HYVWT,11/1/2023,Organic,11/1/2026,Standard,Monthly,,,12.67,610,23,0,chetan,India,Himachal Pradesh,Female,10/31/2002,,,,
9014-BWFKT,8/6/2020,Organic,8/6/2023,Standard,Monthly,2/18/2025,Too expensive,16.51,1006,73,1,aarti,India,Kerala,Female,10/25/1984,1/26/2025,Y,10,2
9020-BUSMA,4/16/2021,Paid,4/16/2022,Premium,Annual,,,26,1361,48,0,krishan,India,Uttar Pradesh,Male,1/12/1963,,,,
9030-ZCBGE,10/11/2023,Refferal,10/11/2026,Basic,Annual,,,9.68,503,6,0,devendra,India,Madhya Pradesh,Male,10/25/1970,,,,
9037-NVYZY,7/27/2023,Refferal,7/27/2025,Premium,Annual,,,23.21,1214,7,0,ritu,India,Gujarat,Male,9/23/1980,,,,
9058-EZIKG,7/11/2023,Refferal,7/11/2025,Standard,Monthly,,,16.13,584,6,0,kiran,India,Uttarakhand,Male,9/28/1985,,,,
9062-AZDNM,8/12/2020,Organic,8/12/2023,Basic,Annual,4/18/2023,Technical issues,9.71,784,85,1,babita,India,Jharkhand,Female,7/17/1962,3/4/2023,N,33,4
9070-MOTQK,4/26/2020,Paid,4/26/2021,Standard,Monthly,,,18.49,2126,26,0,mahesh,India,Haryana,Male,12/19/1979,,,,
9070-ZQEAR,3/27/2023,Paid,3/27/2026,Premium,Monthly,6/2/2023,Technical issues,22.64,400,75,1,yogesh,India,Rajasthan,Male,3/25/1992,5/8/2023,Y,34,4
9077-GNGQL,2/12/2021,Paid,2/12/2023,Standard,Monthly,,,14.51,823,25,0,sunil,India,Maharashtra,Female,3/2/1983,,,,
9086-PMPAF,10/6/2023,Refferal,10/6/2025,Standard,Annual,,,13.18,443,15,0,narendra,India,Odisha,Female,8/10/1977,,,,
9087-HLKUX,6/18/2022,Paid,6/18/2025,Basic,Annual,11/26/2025,Network coverage issues,9.24,375,78,1,preeti,India,Manipur,Male,6/26/1980,10/16/2025,Y,5,5
9088-CFGDA,2/10/2023,Refferal,2/10/2026,Basic,Monthly,,,9.65,488,30,0,suresh,India,Assam,Female,3/6/1990,,,,
9089-DQUJZ,12/12/2021,Paid,12/12/2022,Standard,Annual,,,13.57,1038,49,0,vidya,India,Maharashtra,Male,6/16/1986,,,,
9104-AVTQG,6/1/2020,Organic,6/1/2024,Standard,Annual,,,18.95,1749,4,0,govind,India,Madhya Pradesh,Female,12/26/1984,,,,
9126-FWAIV,2/22/2021,Organic,2/22/2023,Basic,Annual,,,9.85,770,36,0,ashok,India,Karnataka,Male,1/24/1961,,,,
9128-IONML,5/19/2021,Paid,5/19/2024,Standard,Annual,,,16.18,1246,14,0,radha,India,Nagaland,Male,7/5/1995,6/23/2026,Y,82,3
9132-RHFPT,5/14/2023,Organic,5/14/2024,Basic,Annual,,,6.81,260,19,0,sarita,India,Manipur,Male,11/29/1981,,,,
9135-JIMFX,1/3/2022,Refferal,1/3/2023,Standard,Annual,,,14.48,758,28,0,neha,India,Delhi,Male,2/16/1968,11/1/2022,Y,50,2
9145-MNXFW,9/16/2023,Refferal,9/16/2027,Standard,Annual,,,14.36,503,18,0,Kishore,India,Bihar,Female,4/22/1986,,,,
9147-YXJRZ,7/25/2021,Paid,7/25/2023,Standard,Annual,,,18.31,871,23,0,nisha,India,Goa,Male,6/13/1968,5/22/2025,Y,40,1
9158-SIXGV,9/9/2020,Paid,9/9/2022,Premium,Annual,,,27.44,2002,21,0,pooja,India,West Bengal,Male,2/16/1972,,,,
9168-ZMLBU,11/17/2022,Paid,11/17/2025,Basic,Monthly,,,7.96,289,34,0,chandan,India,Uttar Pradesh,Female,5/15/1998,,,,
9185-XLKTZ,12/10/2023,Refferal,12/10/2027,Standard,Annual,,,17.58,800,42,0,krishan,India,Jharkhand,Female,4/6/1997,,,,
9196-DWRXX,7/5/2023,Organic,7/5/2025,Basic,Annual,10/17/2024,App keeps crashing,9.98,282,84,1,ritu,India,Tripura,Male,3/25/2001,,,,
9200-QZYCU,9/19/2021,Organic,9/19/2023,Standard,Monthly,,,18.11,808,23,0,bal,India,Jharkhand,Male,7/2/1994,3/26/2022,N,21,3
9237-HLAMX,4/3/2022,Refferal,4/3/2025,Standard,Annual,,,16.39,870,54,0,sunita,India,Nagaland,Female,9/21/1978,,,,
9240-MLTCT,10/19/2023,Refferal,10/19/2025,Standard,Monthly,,,16.13,724,44,0,neha,India,Himachal Pradesh,Female,5/26/1967,,,,
9252-TSXTC,4/26/2021,Organic,4/26/2024,Basic,Monthly,,,6.82,496,42,0,renu,India,Punjab,Female,5/27/1980,,,,
9275-OBLZW,6/4/2020,Organic,6/4/2021,Standard,Monthly,,,17.08,1602,48,0,kamala,India,West Bengal,Male,9/3/2002,6/26/2026,N,62,4
9288-BSJBZ,5/5/2021,Refferal,5/5/2022,Standard,Annual,,,18.09,1495,36,0,varsha,India,Telangana,Female,3/12/2007,,,,
9311-RFVQB,6/13/2020,Organic,6/13/2023,Basic,Monthly,3/5/2025,Poor customer service,8.16,554,72,1,chetan,India,Kerala,Male,1/6/1987,2/6/2025,N,23,1
9362-TEPOL,11/10/2022,Organic,11/10/2025,Basic,Monthly,6/12/2023,No longer needed,6.03,201,99,1,satish,India,Himachal Pradesh,Male,11/2/2007,5/19/2023,N,4,2
9476-WEVHX,5/20/2022,Refferal,5/20/2023,Standard,Monthly,,,14.21,843,44,0,kanta,India,Gujarat,Female,10/17/1989,,,,
9505-OUTVO,4/23/2020,Organic,4/23/2021,Premium,Monthly,12/14/2023,Slow internet speed,27.11,1320,96,1,sunita,India,Meghalaya,Male,9/24/1994,11/27/2023,N,29,2
9514-IEUZN,9/14/2023,Organic,9/14/2024,Premium,Monthly,,,22,764,17,0,dilip,India,Haryana,Male,12/28/1999,,,,
9517-FVNMN,12/28/2022,Organic,12/28/2024,Standard,Monthly,,,14.82,489,40,0,bal,India,Maharashtra,Female,10/16/1987,4/6/2024,N,59,3
9522-JLKGQ,12/8/2020,Refferal,12/8/2022,Basic,Annual,,,8.05,447,4,0,laxman,India,Meghalaya,Female,1/9/1984,,,,
9536-UEPAO,4/26/2021,Refferal,4/26/2024,Premium,Monthly,,,25.63,1339,24,0,sarita,India,Manipur,Female,4/26/1996,,,,
9541-VDMHL,3/25/2023,Organic,3/25/2024,Basic,Annual,,,7.61,354,41,0,sushma,India,Goa,Male,12/4/1976,7/21/2025,N,29,2
9547-DRTEK,1/4/2023,Refferal,1/4/2025,Standard,Annual,,,13.06,515,40,0,urmila,India,Gujarat,Female,2/27/1984,,,,
9548-WQBKQ,2/2/2023,Paid,2/2/2024,Basic,Annual,,,7.52,252,27,0,aarti,India,Odisha,Female,10/17/1969,,,,
9561-LIRDT,7/1/2023,Organic,7/1/2025,Premium,Annual,,,25.97,1420,43,0,sarita,India,Meghalaya,Male,7/18/1967,,,,
9570-ONSXJ,9/30/2022,Paid,9/30/2023,Standard,Annual,,,15.16,814,13,0,manoj,India,Jharkhand,Male,4/18/1981,,,,
9579-WRLGN,7/13/2021,Organic,7/13/2023,Basic,Monthly,,,7.17,490,34,0,harish,India,Uttar Pradesh,Male,11/3/2002,,,,
9583-KWDST,11/25/2022,Paid,11/25/2023,Standard,Monthly,,,16.63,1112,42,0,shalini,India,Karnataka,Male,1/3/2003,5/2/2024,N,33,5
9597-ZFWFM,6/8/2020,Refferal,6/8/2022,Basic,Monthly,,,6.72,550,16,0,brij,India,Haryana,Male,9/6/2005,,,,
9607-AHJHU,3/24/2023,Organic,3/24/2027,Standard,Annual,6/21/2024,Slow internet speed,14.08,427,90,1,govind,India,Odisha,Female,3/21/1978,,,,
9613-GHNNM,1/23/2022,Organic,1/23/2023,Premium,Monthly,,,21.18,1772,15,0,rajendra,India,Telangana,Male,10/11/1987,,,,
9632-MKKKT,12/22/2020,Paid,12/22/2021,Standard,Annual,,,12.63,1066,16,0,Kavya,India,Tripura,Female,9/21/1962,1/21/2025,N,47,1
9638-ZEFND,3/8/2022,Refferal,3/8/2024,Standard,Monthly,,,14.25,587,52,0,vandana,India,Karnataka,Male,11/4/1964,,,,
9661-MBWTG,4/20/2023,Organic,4/20/2024,Standard,Annual,,,12.41,544,14,0,bal,India,Bihar,Female,10/25/1993,,,,
9675-BFPHL,1/30/2021,Refferal,1/30/2024,Standard,Annual,,,18.77,1360,32,0,vidya,India,Rajasthan,Female,7/12/1982,,,,
9689-DDJMS,4/13/2023,Organic,4/13/2025,Basic,Annual,,,9.46,419,11,0,jyoti,India,Himachal Pradesh,Male,6/17/1978,5/14/2025,N,63,4
9695-DNWQO,7/18/2023,Paid,7/18/2026,Standard,Monthly,,,14,790,14,0,gaurav,India,Telangana,Male,1/29/1999,,,,
9698-RKVDL,11/21/2020,Organic,11/21/2021,Basic,Annual,,,9,880,49,0,sundar,India,Kerala,Female,10/16/1980,,,,
9709-MJVWA,12/19/2021,Paid,12/19/2022,Basic,Monthly,,,8.82,762,9,0,kishore,India,Uttarakhand,Male,7/4/2002,,,,
9731-ZQCZQ,6/21/2023,Paid,6/21/2026,Basic,Monthly,,,6.92,405,34,0,chandan,India,Manipur,Female,11/4/1993,,,,
9762-ALTLA,6/11/2020,Paid,6/11/2023,Premium,Monthly,,,24,2547,9,0,Kishore,India,Maharashtra,Male,7/7/2007,,,,
9767-QNBNG,1/16/2021,Organic,1/16/2024,Premium,Annual,,,27.81,1810,4,0,Tarun,India,Goa,Female,12/21/1981,,,,
9767-VJNMP,12/5/2021,Organic,12/5/2025,Premium,Annual,,,26.1,1800,23,0,sunita,India,Chhattisgarh,Male,10/29/1987,,,,
9771-RABHL,4/7/2022,Refferal,4/7/2026,Basic,Annual,,,7.91,583,27,0,sundar,India,Delhi,Female,9/6/1970,,,,
9783-TZEQQ,11/30/2023,Paid,11/30/2026,Basic,Monthly,,,7.22,310,10,0,sarita,India,Bihar,Female,12/14/1976,,,,
9783-ZOJRI,10/30/2023,Paid,10/30/2025,Standard,Monthly,,,16.16,770,39,0,preeti,India,Uttarakhand,Female,5/7/1981,,,,
9787-EBHBX,10/18/2023,Organic,10/18/2025,Standard,Monthly,4/6/2024,Payment failed repeatedly,14.55,305,75,1,kusum,India,Tripura,Male,9/29/1972,3/29/2024,N,4,4
9814-DPXQO,11/16/2020,Refferal,11/16/2021,Basic,Annual,,,8.4,535,19,0,ramesh,India,Madhya Pradesh,Female,8/1/1981,,,,
9829-JRKEG,2/25/2021,Paid,2/25/2024,Basic,Monthly,,,8.66,715,36,0,preeti,India,Gujarat,Female,2/6/1978,,,,
9836-RPKYQ,12/8/2021,Organic,12/8/2022,Premium,Annual,,,24.67,1424,14,0,vidya,India,Tripura,Male,5/18/1993,,,,
9842-URQBD,4/22/2020,Paid,4/22/2024,Standard,Annual,,,16.02,1317,37,0,amit,India,Punjab,Male,2/8/1993,,,,
9872-QZJBR,6/2/2022,Organic,6/2/2023,Premium,Monthly,,,25.03,1405,10,0,chetan,India,Kerala,Female,2/2/1993,,,,
9886-CDKSB,9/1/2020,Paid,9/1/2023,Basic,Monthly,,,8.01,850,20,0,chandan,India,Madhya Pradesh,Female,4/9/2001,6/4/2022,Y,41,2
9894-MKOBJ,12/10/2020,Organic,12/10/2021,Premium,Monthly,,,22.51,1195,6,0,vidya,India,Chhattisgarh,Male,11/23/1995,,,,
9910-KPERL,10/27/2021,Organic,10/27/2023,Premium,Annual,,,23.08,1126,41,0,sarita,India,Rajasthan,Male,10/3/1977,,,,
9922-GOFSR,3/17/2021,Paid,3/17/2024,Standard,Monthly,,,14.5,1329,47,0,tarun,India,Kerala,Male,12/20/1992,,,,
9925-OZQFT,8/18/2023,Paid,8/18/2027,Standard,Annual,2/14/2024,Slow internet speed,18.91,568,95,1,indira,Nepal,Kathmandu,Female,10/11/1977,2/7/2024,N,18,5
9927-MQBQK,2/7/2022,Refferal,2/7/2024,Premium,Monthly,,,20.85,1800,25,0,tejendra,India,Madhya Pradesh,Female,9/5/1978,,,,
9928-MVIQI,5/24/2023,Paid,5/24/2025,Premium,Monthly,,,23.92,1345,2,0,raghav,India,West Bengal,Male,8/3/1977,,,,
9937-GQRDC,3/4/2023,Organic,3/4/2025,Standard,Monthly,,,16.93,604,41,0,urmila,India,Telangana,Male,12/9/2006,,,,
9943-RYXUU,12/22/2021,Paid,12/22/2023,Standard,Annual,,,14,763,52,0,sarita,India,Karnataka,Male,3/16/2007,,,,
9943-VSFTQ,3/6/2023,Paid,3/6/2025,Basic,Annual,,,8.6,380,7,0,gaurav,India,Odisha,Female,9/23/1970,,,,
9944-KTEWM,11/2/2022,Refferal,11/2/2023,Standard,Monthly,,,16.2,1107,2,0,kusum,India,Manipur,Male,10/15/1967,12/17/2024,N,67,5
9949-GHZFB,4/10/2021,Organic,4/10/2024,Standard,Monthly,3/6/2023,Slow internet speed,16.27,1340,84,1,kavita,India,Maharashtra,Female,3/30/1977,3/4/2023,Y,33,5
9962-COQOF,10/18/2023,Paid,10/18/2025,Premium,Monthly,,,20.51,952,49,0,babita,India,Karnataka,Female,4/27/1958,,,,
9973-IBPXF,11/21/2023,Refferal,11/21/2025,Basic,Monthly,,,9.86,323,11,0,ramkumar,India,Assam,Female,5/4/1990,,,,
9976-LWVMO,5/30/2020,Organic,5/30/2022,Standard,Monthly,3/21/2024,Too expensive,16.76,748,90,1,om,India,Delhi,Female,6/16/1972,2/16/2024,N,10,1
9979-VADRH,10/21/2023,Organic,10/21/2025,Basic,Annual,3/21/2025,Slow internet speed,7.06,148,83,1,anita,India,Haryana,Male,11/5/1973,2/21/2025,N,25,4
9987-BOEFB,6/2/2022,Organic,6/2/2024,Standard,Annual,,,15.07,894,47,0,ramkumar,India,Rajasthan,Female,9/23/1988,,,,
9987-ZJFPJ,5/15/2021,Organic,5/15/2024,Standard,Monthly,,,18.23,1515,25,0,sunita,India,Jharkhand,Male,1/22/2007,6/5/2021,N,73,1
9998-YYQNT,7/11/2021,Paid,7/11/2024,Basic,Annual,,,9.64,689,15,0,narendra,India,Chhattisgarh,Male,12/27/1971,,,,
